video_name,camera_id,frame,timestamp_rel,timestamp_abs,track_id,x1,y1,x2,y2,bbox_area
exam scene1.mp4,0,30,0.9666666666666667,2025-12-26 22:06:53.706671,3,94,38,140,88,2300
exam scene1.mp4,0,30,0.9666666666666667,2025-12-26 22:06:53.706671,4,251,105,316,175,4550
exam scene1.mp4,0,30,0.9666666666666667,2025-12-26 22:06:53.706671,5,252,238,338,330,7912
exam scene1.mp4,0,30,0.9666666666666667,2025-12-26 22:06:53.706671,6,347,115,421,232,8658
exam scene1.mp4,0,30,0.9666666666666667,2025-12-26 22:06:53.706671,7,287,73,325,132,2242
exam scene1.mp4,0,30,0.9666666666666667,2025-12-26 22:06:53.706671,9,244,158,315,241,5893
exam scene1.mp4,0,30,0.9666666666666667,2025-12-26 22:06:53.706671,11,295,32,336,76,1804
exam scene1.mp4,0,31,1.0,2025-12-26 22:06:54.431194,1,443,141,517,290,11026
exam scene1.mp4,0,31,1.0,2025-12-26 22:06:54.431194,2,503,201,572,316,7935
exam scene1.mp4,0,31,1.0,2025-12-26 22:06:54.431194,3,94,38,140,88,2300
exam scene1.mp4,0,31,1.0,2025-12-26 22:06:54.431767,4,251,105,317,175,4620
exam scene1.mp4,0,31,1.0,2025-12-26 22:06:54.431767,5,252,238,338,329,7826
exam scene1.mp4,0,31,1.0,2025-12-26 22:06:54.431767,6,347,115,421,231,8584
exam scene1.mp4,0,31,1.0,2025-12-26 22:06:54.431767,7,287,73,325,132,2242
exam scene1.mp4,0,31,1.0,2025-12-26 22:06:54.431767,9,244,158,315,241,5893
exam scene1.mp4,0,31,1.0,2025-12-26 22:06:54.431767,11,295,32,336,76,1804
exam scene1.mp4,0,32,1.0333333333333332,2025-12-26 22:06:54.989372,1,443,142,517,290,10952
exam scene1.mp4,0,32,1.0333333333333332,2025-12-26 22:06:54.989372,2,502,201,572,318,8190
exam scene1.mp4,0,32,1.0333333333333332,2025-12-26 22:06:54.989372,3,94,38,140,88,2300
exam scene1.mp4,0,32,1.0333333333333332,2025-12-26 22:06:54.989372,4,251,105,317,175,4620
exam scene1.mp4,0,32,1.0333333333333332,2025-12-26 22:06:54.989372,5,252,238,338,329,7826
exam scene1.mp4,0,32,1.0333333333333332,2025-12-26 22:06:54.989372,6,347,115,421,231,8584
exam scene1.mp4,0,32,1.0333333333333332,2025-12-26 22:06:54.989372,7,287,74,325,131,2166
exam scene1.mp4,0,32,1.0333333333333332,2025-12-26 22:06:54.989372,9,244,158,315,241,5893
exam scene1.mp4,0,32,1.0333333333333332,2025-12-26 22:06:54.989372,11,295,32,336,76,1804
exam scene1.mp4,0,33,1.0666666666666667,2025-12-26 22:06:55.448853,1,445,149,516,289,9940
exam scene1.mp4,0,33,1.0666666666666667,2025-12-26 22:06:55.448853,2,501,201,573,320,8568
exam scene1.mp4,0,33,1.0666666666666667,2025-12-26 22:06:55.448853,3,94,38,140,87,2254
exam scene1.mp4,0,33,1.0666666666666667,2025-12-26 22:06:55.448853,4,251,105,317,175,4620
exam scene1.mp4,0,33,1.0666666666666667,2025-12-26 22:06:55.448853,5,253,238,337,326,7392
exam scene1.mp4,0,33,1.0666666666666667,2025-12-26 22:06:55.448853,6,347,115,421,231,8584
exam scene1.mp4,0,33,1.0666666666666667,2025-12-26 22:06:55.448853,7,286,74,325,131,2223
exam scene1.mp4,0,33,1.0666666666666667,2025-12-26 22:06:55.448853,9,244,158,315,241,5893
exam scene1.mp4,0,33,1.0666666666666667,2025-12-26 22:06:55.448853,11,295,32,336,76,1804
exam scene1.mp4,0,33,1.0666666666666667,2025-12-26 22:06:55.448853,12,435,91,492,177,4902
exam scene1.mp4,0,34,1.1,2025-12-26 22:06:55.931895,1,446,152,516,289,9590
exam scene1.mp4,0,34,1.1,2025-12-26 22:06:55.931895,2,500,200,573,321,8833
exam scene1.mp4,0,34,1.1,2025-12-26 22:06:55.931895,3,94,38,140,87,2254
exam scene1.mp4,0,34,1.1,2025-12-26 22:06:55.932422,4,251,105,317,175,4620
exam scene1.mp4,0,34,1.1,2025-12-26 22:06:55.932422,5,253,238,337,325,7308
exam scene1.mp4,0,34,1.1,2025-12-26 22:06:55.932422,6,347,115,421,231,8584
exam scene1.mp4,0,34,1.1,2025-12-26 22:06:55.932422,7,287,74,325,131,2166
exam scene1.mp4,0,34,1.1,2025-12-26 22:06:55.932422,9,244,158,315,241,5893
exam scene1.mp4,0,34,1.1,2025-12-26 22:06:55.932960,11,296,32,337,76,1804
